553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19
32178,0.39,Premium,G,VS2,61.2,60.0,787,4.68,4.73,2.88
13194,1.16,Premium,H,SI1,61.2,58.0,5454,6.76,6.81,4.15
29932,0.38,Ideal,H,VS1,62.1,55.4,714,4.63,4.68,2.89
18881,1.2,Very Good,G,VS2,63.3,58.0,7741,6.74,6.66,4.24
52488,0.71,Ideal,G,SI1,59.7,60.0,2522,5.79,5.81,3.46
45704,0.56,Premium,I,VVS1,62.4,56.0,1698,5.28,5.24,3.28
30130,0.32,Premium,G,VS2,62.6,58.0,720,4.39,4.37,2.74
31004,0.41,Good,H,SI1,64.3,54.0,748,4.72,4.68,3.02
48213,0.76,Very Good,J,VS2,59.9,59.0,1949,5.92,5.94,3.55
11248,1.28,Ideal,J,SI1,61.2,57.0,4967,7.02,6.96,4.28
35856,0.32,Ideal,D,VVS1,62.6,57.0,917,4.34,4.41,2.74
38079,0.3,Ideal,E,VVS2,61.8,56.0,1013,4.33,4.31,2.67
51381,0.7,Premium,H,VS1,61.9,56.0,2367,5.7,5.67,3.52
23515,1.56,Ideal,G,SI1,61.2,56.0,11522,7.49,7.51,4.59
6790,1.02,Ideal,I,SI2,60.6,56.0,4113,6.57,6.53,3.97
26147,2.0,Premium,H,SI2,59.7,61.0,15451,8.2,8.15,4.88
38835,0.4,Very Good,F,VVS2,60.9,52.0,1049,4.81,4.83,2.94
29139,0.34,Ideal,E,VS2,62.5,55.0,692,4.45,4.48,2.79
7924,1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97
27114,1.86,Very Good,H,VVS2,58.6,62.0,17267,8.07,8.14,4.75
46947,0.52,Premium,E,VS2,62.3,57.0,1815,5.17,5.1,3.2
368,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7
38466,0.35,Ideal,E,VVS1,60.7,55.0,1030,4.56,4.6,2.78
50945,0.8,Very Good,J,VS1,63.4,56.0,2321,5.9,5.87,3.73
16567,1.01,Premium,G,VS1,62.6,59.0,6618,6.43,6.38,4.01
49978,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
24959,1.37,Ideal,G,IF,62.3,54.0,13439,7.11,7.15,4.43
26625,2.14,Premium,H,VS2,61.7,58.0,16390,8.28,8.22,5.09
1817,0.76,Ideal,E,SI1,62.4,54.0,3056,5.84,5.86,3.65
34670,0.31,Ideal,E,VS2,62.6,56.0,872,4.33,4.3,2.7
22253,1.52,Premium,D,SI2,61.4,54.0,10308,7.51,7.43,4.59
31421,0.34,Ideal,F,VS1,61.1,55.0,764,4.53,4.57,2.78
19263,1.52,Ideal,I,SI2,62.5,58.0,7990,7.29,7.33,4.57
11418,1.16,Ideal,E,SI2,59.9,57.0,5001,6.8,6.82,4.08
35577,0.35,Ideal,F,VS2,61.9,54.0,906,4.54,4.5,2.8
47390,0.54,Ideal,E,VS2,61.4,57.0,1847,5.25,5.21,3.21
21261,1.24,Premium,F,VS2,62.2,58.0,9411,6.89,6.84,4.27
27859,0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
30173,0.3,Ideal,E,VVS2,62.0,55.0,721,4.31,4.34,2.68
24964,1.5,Premium,D,SI1,61.6,59.0,13445,7.4,7.3,4.53
42232,0.43,Very Good,E,VVS2,59.3,59.0,1291,4.95,4.97,2.94
33509,0.4,Very Good,J,IF,62.7,60.0,828,4.64,4.7,2.93
42475,0.5,Ideal,E,SI1,63.0,56.0,1317,5.13,5.06,3.21
31461,0.4,Good,I,SI1,63.9,57.0,765,4.7,4.66,2.99
30978,0.37,Premium,F,VS2,59.7,59.0,746,4.64,4.68,2.78
12087,1.44,Premium,E,I1,61.1,62.0,5161,7.23,7.15,4.39
27796,0.37,Premium,G,VS2,59.3,60.0,649,4.67,4.71,2.78
2993,0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79
29832,0.31,Ideal,E,VVS2,61.8,58.0,710,4.3,4.34,2.67
13105,1.07,Premium,H,VS2,62.1,59.0,5424,6.56,6.52,4.06
50166,0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54
11956,1.11,Premium,D,SI2,59.9,57.0,5134,6.74,6.72,4.03
15897,1.22,Premium,H,SI1,61.9,56.0,6354,6.89,6.84,4.25
14021,1.0,Good,G,VS2,63.1,61.0,5702,6.33,6.38,4.01
5038,1.03,Premium,I,SI1,62.0,58.0,3749,6.46,6.41,3.99
18644,1.35,Ideal,H,SI1,61.5,58.0,7609,7.08,7.11,4.36
50690,0.7,Good,F,SI1,64.1,56.0,2289,5.63,5.6,3.6
37948,0.28,Very Good,E,VS2,63.0,59.0,487,4.11,4.15,2.6
40397,0.5,Very Good,H,SI1,60.9,61.0,1133,5.06,5.15,3.11
42577,0.53,Good,E,SI1,57.8,57.0,1328,5.33,5.29,3.07
47451,0.53,Ideal,D,VS2,62.1,55.0,1857,5.17,5.2,3.22
2547,0.7,Good,F,VVS1,59.9,62.0,3206,5.69,5.74,3.42
4190,0.79,Ideal,G,VS1,62.0,56.0,3561,5.91,5.94,3.67
24882,2.12,Premium,H,SI2,61.5,59.0,13307,8.26,8.21,5.06
33379,0.41,Premium,I,VVS2,59.9,58.0,827,4.81,4.87,2.9
52586,0.79,Good,D,SI2,63.9,56.0,2539,5.89,5.84,3.75
19417,1.12,Very Good,G,VVS1,58.9,60.0,8072,6.78,6.91,4.03
32658,0.31,Good,H,VVS2,63.6,56.0,802,4.33,4.28,2.74
16532,1.0,Premium,G,VS1,62.4,59.0,6606,6.35,6.4,3.98
13135,1.11,Premium,H,SI1,61.1,60.0,5433,6.68,6.62,4.06
49624,0.3,Very Good,H,SI1,59.4,63.0,540,4.4,4.35,2.6
45400,0.55,Ideal,H,VVS2,62.1,55.0,1668,5.25,5.28,3.27
46212,0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21
27497,2.3,Ideal,I,VS2,62.6,56.0,18190,8.45,8.4,5.27
20030,0.32,Very Good,J,VS1,60.6,59.0,421,4.42,4.46,2.69
13091,1.08,Premium,D,SI1,61.6,56.0,5419,6.64,6.57,4.07
49764,0.53,Ideal,F,VVS2,61.9,56.0,2160,5.18,5.22,3.22
44091,0.57,Ideal,H,VS1,61.7,54.0,1554,5.33,5.36,3.3
20063,0.31,Premium,F,VS2,60.8,60.0,625,4.34,4.37,2.65
11771,1.0,Good,E,SI1,63.7,60.0,5082,6.24,6.29,3.99
42082,0.53,Premium,G,SI1,61.0,59.0,1273,5.25,5.21,3.19
15606,1.37,Premium,G,SI2,62.4,58.0,6260,7.1,7.0,4.4
25448,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52
4103,0.65,Ideal,G,IF,60.1,57.0,3536,5.61,5.65,3.38
33918,0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66
332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51
23605,1.54,Premium,H,VS2,62.1,62.0,11632,7.38,7.31,4.56
51754,0.72,Premium,G,VS2,62.3,59.0,2405,5.77,5.69,3.57
33982,0.41,Good,G,VS1,63.3,62.0,847,4.67,4.71,2.97
14365,1.02,Good,G,VS2,63.6,57.0,5816,6.38,6.41,4.07
24216,2.01,Premium,J,SI2,62.0,59.0,12403,8.04,8.1,5.0
6920,1.0,Good,H,SI1,56.8,65.0,4138,6.61,6.49,3.72
50711,0.77,Fair,I,VVS2,59.2,66.0,2292,5.96,5.9,3.51
11655,1.02,Ideal,E,SI1,60.7,57.0,5055,6.55,6.51,3.97
46485,0.62,Premium,F,SI1,63.0,59.0,1777,5.43,5.39,3.41
1586,0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51
31936,0.3,Premium,F,VS2,60.6,60.0,776,4.39,4.36,2.65
49407,0.75,Very Good,H,SI2,60.4,60.0,2106,5.89,5.93,3.57
49133,0.56,Premium,D,VS2,61.1,58.0,2066,5.34,5.3,3.25
48735,0.52,Premium,G,VVS2,61.8,59.0,2012,5.16,5.13,3.18
52233,0.72,Premium,D,SI2,60.3,58.0,2484,5.81,5.76,3.49
3741,0.3,Good,F,VS1,63.7,56.0,570,4.26,4.28,2.72
50491,0.7,Fair,H,VS2,65.0,56.0,2268,5.6,5.5,3.61
15383,0.41,Good,J,VS2,64.3,55.0,606,4.66,4.7,3.01
9966,1.0,Very Good,H,SI1,62.3,60.0,4702,6.34,6.38,3.96
44763,0.52,Very Good,G,VS1,59.5,58.0,1621,5.21,5.28,3.12
8061,0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53
31400,0.3,Ideal,G,VVS1,62.1,57.0,764,4.27,4.29,2.66
7590,0.91,Good,E,SI1,63.7,64.0,4256,6.09,6.03,3.86
18724,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75
46408,0.52,Very Good,E,VS1,59.6,58.0,1767,5.21,5.26,3.12
41426,0.51,Very Good,H,SI1,63.4,57.0,1227,5.09,5.06,3.22
6402,1.03,Fair,H,SI2,67.0,61.0,4038,6.25,6.17,4.16
53380,0.73,Ideal,E,SI1,60.1,56.0,2661,5.91,5.87,3.54
24775,1.5,Ideal,G,VS2,60.7,54.0,13135,7.41,7.48,4.53
27063,2.01,Premium,E,SI2,58.9,60.0,17179,8.24,8.2,4.84
1725,0.32,Very Good,H,VS1,63.0,57.0,561,4.32,4.35,2.73
35376,0.41,Ideal,G,VS1,62.4,57.0,899,4.7,4.75,2.95
49292,0.33,Ideal,H,VS2,61.8,54.0,539,4.45,4.48,2.76
28788,0.37,Premium,D,SI1,60.4,59.0,681,4.62,4.68,2.81
36607,0.32,Very Good,G,SI1,63.0,56.0,477,4.35,4.38,2.75
25298,1.25,Very Good,F,IF,60.3,58.0,13953,6.96,7.03,4.22
37651,0.51,Ideal,I,SI2,61.3,55.0,991,5.18,5.19,3.18
27320,2.18,Premium,G,SI2,61.9,60.0,17841,8.24,8.29,5.12
19612,1.32,Ideal,G,SI1,62.1,57.0,8231,7.02,7.05,4.37
40872,0.51,Ideal,G,SI1,61.5,54.0,1175,5.17,5.21,3.19
36003,0.41,Ideal,D,VS1,61.6,55.0,921,4.79,4.82,2.96
38758,0.51,Very Good,I,SI1,63.5,60.0,1046,5.03,5.05,3.2
15153,1.37,Ideal,J,SI2,62.2,55.0,6091,7.07,7.11,4.41
10570,0.94,Premium,D,SI1,60.7,60.0,4817,6.32,6.27,3.82
36851,0.37,Very Good,F,VS2,63.3,56.0,957,4.63,4.56,2.91
53058,0.72,Premium,G,VS1,60.9,60.0,2607,5.78,5.75,3.51
17401,1.2,Good,E,SI1,64.0,61.0,6969,6.61,6.67,4.25
33767,0.5,Premium,E,I1,61.4,60.0,840,5.18,5.03,3.14
14017,1.01,Good,G,VS2,63.7,56.0,5701,6.4,6.32,4.05
17538,1.0,Ideal,F,VS1,61.7,55.0,7056,6.42,6.39,3.95
47367,0.78,Premium,H,SI2,61.1,59.0,1846,5.91,5.88,3.6
22366,0.31,Ideal,H,VS2,62.1,55.0,628,4.35,4.32,2.69
53003,0.7,Premium,D,SI2,60.4,60.0,2596,5.79,5.74,3.48
25638,1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09
1690,0.76,Ideal,E,SI1,62.5,57.0,3033,5.8,5.82,3.63
12257,1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98
53490,0.7,Very Good,H,VVS1,63.5,58.0,2682,5.63,5.59,3.56
18450,1.52,Very Good,J,VS2,63.5,58.0,7504,7.28,7.24,4.61
32466,0.3,Ideal,G,IF,62.6,56.0,794,4.29,4.32,2.69
31921,0.3,Very Good,G,VS1,63.1,56.0,776,4.26,4.24,2.68
20838,1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54
29660,0.35,Ideal,G,VS1,61.9,55.0,706,4.51,4.53,2.8
11337,1.01,Good,F,SI1,63.7,57.0,4989,6.4,6.35,4.06
12606,1.01,Premium,F,SI1,62.9,59.0,5288,6.38,6.31,3.99
38316,0.41,Very Good,E,VVS2,63.8,58.0,1019,4.67,4.7,2.99
36262,0.31,Ideal,E,VVS1,62.3,57.0,936,4.32,4.35,2.7
45340,0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31
33384,0.41,Ideal,G,VS2,62.2,57.0,827,4.71,4.74,2.94
18328,1.51,Premium,J,VS2,63.0,57.0,7455,7.38,7.29,4.62
36914,0.41,Ideal,H,VVS2,62.5,56.0,961,4.77,4.74,2.97
24721,1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03
31380,0.31,Very Good,G,VVS1,59.8,62.0,761,4.35,4.41,2.62
17121,1.02,Very Good,D,VS2,63.7,55.0,6830,6.42,6.45,4.1
21804,1.33,Premium,G,VS1,62.7,58.0,9876,7.01,6.96,4.38
35042,0.32,Ideal,E,VVS2,61.1,55.0,883,4.41,4.46,2.71
13821,1.26,Premium,H,SI1,61.0,55.0,5631,7.0,6.97,4.26
42074,0.55,Ideal,D,SI2,61.3,57.0,1272,5.23,5.28,3.22
15515,1.02,Premium,E,VS2,61.9,62.0,6215,6.47,6.38,3.98
32674,0.31,Ideal,G,VS1,62.1,55.0,802,4.37,4.33,2.7
15097,1.25,Ideal,I,SI1,59.6,59.0,6066,7.01,7.09,4.2
11614,1.14,Premium,D,SI2,59.2,61.0,5047,6.84,6.82,4.04
15263,1.11,Ideal,D,SI2,61.3,56.0,6129,6.68,6.74,4.12
6994,1.0,Good,F,SI2,57.3,61.0,4155,6.64,6.59,3.79
14664,1.01,Very Good,G,VS2,61.6,58.0,5919,6.4,6.45,3.96
29061,0.4,Very Good,E,SI1,60.8,62.0,687,4.72,4.76,2.88
37916,0.41,Ideal,F,VS1,61.9,57.0,1007,4.73,4.77,2.94
12977,1.06,Premium,D,SI2,62.5,56.0,5393,6.61,6.47,4.09
31006,0.39,Ideal,G,SI1,61.3,54.0,748,4.73,4.77,2.91
9780,1.11,Premium,E,SI2,62.5,58.0,4664,6.63,6.61,4.14
6780,1.09,Very Good,F,SI2,58.5,59.0,4113,6.75,6.8,3.96
30440,0.32,Very Good,G,VVS2,62.3,54.0,730,4.38,4.45,2.75
14128,1.13,Premium,H,VS2,61.7,56.0,5728,6.73,6.65,4.13
38217,0.43,Ideal,E,SI1,62.9,56.0,1016,4.83,4.8,3.03
16652,1.03,Ideal,G,VS1,63.0,56.0,6659,6.46,6.43,4.06
49467,0.52,Very Good,G,VVS1,61.1,58.0,2113,5.19,5.22,3.18
21999,1.09,Premium,G,IF,61.3,58.0,10065,6.64,6.6,4.06
22736,1.66,Ideal,E,SI2,62.7,56.0,10754,7.45,7.63,4.73
35681,0.42,Ideal,H,VVS2,61.1,56.0,910,4.8,4.85,2.95
32795,0.31,Ideal,D,VS2,60.2,56.0,804,4.46,4.41,2.67
42478,0.5,Very Good,D,SI1,61.6,59.0,1318,5.12,5.14,3.16
18756,1.01,Ideal,E,VS1,62.7,55.0,7665,6.45,6.4,4.03
16173,1.0,Good,G,VS1,63.6,59.0,6465,6.34,6.3,4.02
45333,0.51,Ideal,E,VS2,62.9,57.0,1662,5.11,5.07,3.2
50056,0.6,Ideal,F,VS1,61.9,55.0,2201,5.4,5.42,3.35
16387,1.32,Premium,G,SI1,62.1,59.0,6542,7.03,6.99,4.35
40450,0.36,Very Good,E,VVS1,61.4,56.0,1140,4.6,4.62,2.83
13315,1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07
46409,0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21
4438,1.05,Ideal,J,SI2,61.6,57.0,3616,6.55,6.51,4.02
29262,0.31,Premium,G,VS2,61.0,56.0,698,4.37,4.35,2.66
19255,1.3,Very Good,G,SI1,61.0,57.0,7985,7.01,7.06,4.29
39661,0.42,Ideal,G,VS2,61.8,56.0,1087,4.84,4.81,2.98
16639,1.1,Premium,G,VS2,60.2,58.0,6653,6.75,6.71,4.05
35241,0.37,Premium,F,VS2,59.2,61.0,894,4.69,4.63,2.76
40229,0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91
28260,0.33,Premium,G,VS1,61.4,59.0,666,4.43,4.49,2.74
3691,0.9,Very Good,H,SI1,62.3,63.0,3447,6.06,6.13,3.8
50798,0.71,Good,I,VS1,63.6,56.0,2306,5.65,5.7,3.61
5655,0.9,Premium,F,SI1,62.5,62.0,3881,6.11,6.08,3.81
823,0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
47187,0.56,Ideal,G,VS1,60.8,55.0,1837,5.34,5.36,3.25
28851,0.41,Very Good,D,SI2,62.7,58.0,683,4.75,4.78,2.99
34940,0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75
31090,0.33,Ideal,G,VVS2,62.5,54.0,752,4.41,4.45,2.77
26948,1.71,Ideal,G,VS1,63.0,56.0,17009,7.65,7.58,4.8
51678,0.72,Premium,H,SI1,62.5,57.0,2398,5.73,5.67,3.56
9110,1.06,Ideal,I,VS2,62.3,56.0,4530,6.56,6.51,4.07
21702,0.41,Very Good,J,VS2,61.6,57.0,627,4.79,4.82,2.96
5316,1.11,Premium,G,SI2,62.5,57.0,3804,6.54,6.49,4.07
19862,1.3,Ideal,G,SI1,61.6,55.0,8416,7.01,7.05,4.33
40019,0.46,Good,F,VS1,56.5,61.0,1109,5.11,5.05,2.87
18177,1.13,Ideal,F,VS2,62.1,56.0,7369,6.65,6.71,4.15
31079,0.33,Ideal,G,VVS2,61.5,56.0,752,4.45,4.49,2.75
53507,0.7,Very Good,D,SI1,62.1,56.0,2686,5.65,5.69,3.52
30792,0.3,Ideal,E,VVS2,62.1,54.0,742,4.32,4.35,2.69
11491,1.13,Very Good,F,SI1,61.2,59.0,5017,6.72,6.75,4.12
23689,1.51,Premium,G,VS2,58.1,61.0,11746,7.57,7.54,4.39
25368,0.32,Very Good,F,VS2,59.6,56.0,642,4.48,4.51,2.68
25981,1.54,Premium,E,VS2,60.8,58.0,15185,7.39,7.44,4.51
976,0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78
39608,0.26,Premium,G,VS1,61.3,60.0,491,4.12,4.07,2.51
36546,0.4,Good,F,SI1,63.6,57.0,945,4.7,4.67,2.98
8691,1.06,Ideal,G,SI2,62.2,55.0,4459,6.53,6.56,4.07
48970,0.34,Very Good,H,VS2,61.9,60.0,537,4.42,4.46,2.75
52151,0.79,Premium,H,SI2,60.4,61.0,2471,5.99,5.96,3.61
50781,0.7,Very Good,G,VS2,63.1,58.0,2302,5.69,5.66,3.58
45649,0.29,Ideal,G,VS2,61.6,56.0,525,4.26,4.29,2.63
48149,0.55,Very Good,E,VS1,62.8,56.0,1941,5.2,5.24,3.28
52688,0.7,Very Good,F,VS2,62.8,58.0,2552,5.6,5.64,3.53
41583,0.25,Very Good,D,VS1,60.0,63.0,388,4.05,4.08,2.44
30105,0.32,Premium,H,VS1,62.8,58.0,720,4.37,4.35,2.74
43513,0.51,Very Good,F,VS2,63.0,57.0,1423,5.05,5.11,3.2
46817,0.71,Premium,G,SI2,59.9,59.0,1808,5.82,5.79,3.48
44284,0.51,Ideal,G,VS1,62.5,57.0,1577,5.08,5.1,3.18
29126,0.4,Ideal,D,SI1,60.6,57.0,690,4.75,4.82,2.9
38056,0.45,Good,F,VS1,59.0,62.0,1012,5.02,5.04,2.97
2505,1.0,Fair,J,SI2,56.3,64.0,3199,6.58,6.54,3.69
7868,0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92
13547,1.06,Premium,H,VS1,62.5,58.0,5549,6.5,6.47,4.05
31893,0.3,Ideal,G,VS1,61.7,57.0,776,4.32,4.3,2.66
48371,0.51,Ideal,G,VVS1,61.4,56.0,1963,5.14,5.15,3.16
1981,0.8,Very Good,F,SI1,63.1,58.0,3093,5.89,5.93,3.73
4997,0.58,Ideal,D,VVS1,62.2,56.0,3741,5.34,5.36,3.33
42332,0.45,Premium,D,VS1,60.6,59.0,1297,4.96,4.98,3.01
33082,0.3,Premium,E,VS1,61.4,59.0,814,4.32,4.28,2.64
42691,0.5,Ideal,E,SI1,61.6,57.0,1337,5.08,5.11,3.14
2297,0.71,Premium,D,VS2,59.2,59.0,3161,5.86,5.8,3.45
46788,0.5,Very Good,E,VS1,60.0,60.0,1806,5.13,5.2,3.1
41052,0.5,Very Good,F,I1,63.3,59.0,1188,5.03,4.99,3.17
49573,0.74,Premium,G,SI1,58.3,58.0,2131,5.97,5.93,3.47
26199,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
20356,1.01,Good,E,VVS2,63.3,58.0,8752,6.31,6.39,4.02
9369,0.32,Ideal,D,SI1,62.7,54.0,589,4.37,4.4,2.75
24556,1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66
52637,0.24,Very Good,F,VVS2,62.3,58.0,552,3.95,3.98,2.47
22407,1.71,Very Good,J,VS1,61.9,59.0,10428,7.6,7.69,4.73
6163,1.01,Fair,E,SI2,56.8,66.0,3991,6.63,6.58,3.75
10284,1.11,Premium,G,SI2,61.2,59.0,4755,6.74,6.66,4.1
12457,1.08,Ideal,D,SI2,60.2,57.0,5247,6.63,6.67,4.0
31315,0.32,Ideal,E,VS1,61.7,56.0,758,4.39,4.42,2.72
2185,1.0,Premium,G,SI2,62.5,59.0,3136,6.41,6.33,3.98
7822,1.0,Very Good,D,SI2,63.3,60.0,4295,6.29,6.19,3.95
45066,0.51,Premium,D,SI1,61.9,60.0,1642,5.15,5.12,3.18
17837,1.06,Ideal,H,VVS1,61.3,57.0,7193,6.55,6.53,4.01
28592,0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65
29102,0.34,Premium,I,VS1,61.0,60.0,689,4.51,4.48,2.74
34436,0.3,Ideal,G,IF,62.1,57.0,863,4.27,4.29,2.66
12692,0.26,Very Good,E,VVS2,61.7,60.0,599,4.11,4.12,2.54
53188,0.55,Ideal,G,VVS1,61.2,56.0,2632,5.27,5.29,3.23
2394,0.32,Ideal,G,VS2,62.5,56.0,561,4.38,4.42,2.75
53871,0.7,Ideal,G,SI1,60.7,55.0,2744,5.76,5.8,3.51
14097,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26
48747,0.56,Premium,F,SI1,62.7,59.0,2016,5.27,5.22,3.29
3512,0.7,Premium,E,IF,62.9,59.0,3403,5.66,5.59,3.4
40719,0.44,Ideal,G,VVS1,62.0,54.0,1160,4.89,4.91,3.04
44744,0.7,Very Good,J,SI1,62.0,56.0,1619,5.66,5.72,3.53
50028,0.73,Premium,I,VS1,61.8,62.0,2197,5.78,5.72,3.55
30714,0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76
6102,0.91,Premium,G,SI1,61.8,60.0,3975,6.21,6.18,3.83
14714,0.3,Very Good,H,VVS2,63.0,56.0,605,4.23,4.28,2.68
41588,0.3,Ideal,H,SI1,61.9,54.0,389,4.33,4.36,2.69
